Surah,Ayah,Rule,FoundInOriginal,FoundInClean
16,13,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
16,14,"إخفاء النون الساكنة والتنوين","","ً ت"
16,18,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
16,18,"المد العارض للسكون","","رَّحِيمٌ"
16,22,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
16,22,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
16,25,"إدغام النون الساكنة والتنوين - بغنة","","ً ي"
16,30,"المد العارض للسكون","","خَيْرٌ ۚ"
16,30,"مد العوض","","رًا"
16,30,"مد اللين","","خَيْرٌ ۚ"
16,47,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
16,51,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
16,54,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
16,58,"المد العارض للسكون","","كَظِيمٌ"
16,63,"المد العارض للسكون","","أَلِيمٌ"
16,64,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
16,65,"إخفاء النون الساكنة والتنوين","","ً ف"
16,65,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
16,67,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
16,69,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
16,69,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
16,69,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
16,69,"مد العوض","","لًا"
16,70,"إخفاء النون الساكنة والتنوين","","ٌ ق"
16,70,"المد العارض للسكون","","قَدِيرٌ"
16,72,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
16,77,"المد العارض للسكون","","قَدِيرٌ"
16,89,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
16,93,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
16,93,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
16,94,"المد العارض للسكون","","عَظِيمٌ"
16,95,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
16,97,"إخفاء النون الساكنة والتنوين","","ٌ ف"
16,97,"إخفاء النون الساكنة والتنوين","","ً ط"
16,101,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
16,103,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
16,103,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
16,106,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
16,106,"المد العارض للسكون","","عَظِيمٌ"
16,110,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
16,110,"المد العارض للسكون","","رَّحِيمٌ"
16,112,"إخفاء النون الساكنة والتنوين","","ً ك"
16,112,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
16,112,"إدغام النون الساكنة والتنوين - بغنة","","ً ي"
16,113,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
16,115,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
16,115,"المد العارض للسكون","","رَّحِيمٌ"
16,116,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
16,116,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
16,117,"إخفاء النون الساكنة والتنوين","","ٌ ق"
16,117,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
16,117,"المد العارض للسكون","","أَلِيمٌ"
16,119,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
16,120,"إخفاء النون الساكنة والتنوين","","ً ق"
16,123,"مد العوض","","فًا"
16,126,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
17,2,"مد العوض","","لًا"
17,3,"مد العوض","","رًا"
17,4,"مد العوض","","رًا"
17,5,"مد العوض","","لًا"
17,9,"مد العوض","","رًا"
17,10,"مد العوض","","مًا"
17,11,"مد العوض","","لًا"
17,12,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
17,12,"مد العوض","","لًا"
17,14,"مد العوض","","بًا"
17,15,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
17,15,"مد العوض","","لًا"
17,16,"مد العوض","","رًا"
17,17,"مد العوض","","رًا"
17,18,"مد العوض","","رًا"
17,19,"إخفاء النون الساكنة والتنوين","","ٌ ف"
17,19,"مد العوض","","رًا"
17,21,"مد العوض","","لًا"
17,22,"مد العوض","","لًا"
17,23,"مد العوض","","مًا"
17,24,"مد العوض","","رًا"
17,25,"مد العوض","","رًا"
17,27,"مد العوض","","رًا"
17,28,"مد العوض","","رًا"
17,30,"مد العوض","","رًا"
17,31,"مد العوض","","رًا"
17,32,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
17,32,"مد العوض","","لًا"
17,33,"مد العوض","","رًا"
17,34,"مد العوض","","لًا"
17,35,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
17,35,"مد العوض","","لًا"
17,36,"مد العوض","","لًا"
17,37,"مد العوض","","لًا"
17,38,"مد العوض","","هًا"
17,40,"مد العوض","","مًا"
17,41,"مد العوض","","رًا"
17,42,"إخفاء النون الساكنة والتنوين","","ٌ ك"
17,42,"مد العوض","","لًا"
17,43,"مد العوض","","رًا"
17,44,"مد العوض","","رًا"
17,45,"مد العوض","","رًا"
17,46,"مد العوض","","رًا"
17,46,"مد العوض","","رًا"
17,48,"مد العوض","","لًا"
17,49,"مد العوض","","دًا"
17,51,"مد العوض","","بًا"
17,52,"مد العوض","","لًا"
17,53,"مد العوض","","نًا"
17,54,"مد العوض","","لًا"
17,55,"مد العوض","","رًا"
17,57,"مد العوض","","رًا"
17,58,"مد العوض","","دًا"
17,58,"مد العوض","","رًا"
17,59,"إخفاء النون الساكنة والتنوين","","ً ف"
17,59,"مد العوض","","فًا"
17,60,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
17,60,"مد العوض","","رًا"
17,61,"مد العوض","","نًا"
17,62,"مد العوض","","لًا"
17,63,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
17,63,"مد العوض","","رًا"
17,65,"مد العوض","","لًا"
17,66,"مد العوض","","مًا"
17,69,"مد العوض","","عًا"
17,70,"مد العوض","","لًا"
17,71,"إقلاب النون الساكنة والتنوين","","ٍ ب"
17,71,"مد العوض","","لًا"
17,72,"مد العوض","","لًا"
17,73,"مد العوض","","لًا"
17,75,"مد العوض","","رًا"
17,76,"مد العوض","","لًا"
17,78,"مد العوض","","دًا"
17,79,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
17,79,"مد العوض","","دًا"
17,80,"مد العوض","","رًا"
17,81,"مد العوض","","قًا"
17,82,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
17,82,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
17,82,"مد العوض","","رًا"
17,83,"مد العوض","","سًا"
17,84,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
17,84,"مد العوض","","لًا"
17,85,"مد العوض","","لًا"
17,87,"إدغام النون الساكنة والتنوين - بغنة","","ً م"
17,87,"مد العوض","","رًا"
17,88,"مد العوض","","رًا"
17,89,"مد العوض","","رًا"
17,91,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
17,93,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
17,93,"مد العوض","","لًا"
17,94,"مد العوض","","لًا"
17,95,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
17,95,"مد العوض","","لًا"
17,96,"مد العوض","","رًا"
17,97,"مد العوض","","ًّا"
17,97,"مد العوض","","رًا"
17,99,"مد العوض","","رًا"
17,100,"مد العوض","","رًا"
17,101,"إقلاب النون الساكنة والتنوين","","ٍ ب"
17,101,"مد العوض","","رًا"
17,102,"مد العوض","","رًا"
17,103,"مد العوض","","عًا"
17,104,"مد العوض","","فًا"
17,105,"مد العوض","","رًا"
17,106,"مد العوض","","لًا"
17,107,"مد العوض","","دًا"
17,108,"مد العوض","","لًا"
17,109,"مد العوض","","عًا"
17,110,"مد العوض","","لًا"
17,111,"إخفاء النون الساكنة والتنوين","","ٌ ف"
17,111,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
18,2,"مد العوض","","نًا"
18,3,"مد العوض","","دًا"
18,4,"مد العوض","","دًا"
18,5,"إخفاء النون الساكنة والتنوين","","ً ت"
18,5,"مد العوض","","بًا"
18,6,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ن"
18,7,"إدغام النون الساكنة والتنوين - بدون غنة","","ً ل"
18,7,"مد العوض","","لًا"
18,10,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
18,10,"مد العوض","","دًا"
18,11,"مد العوض","","دًا"
18,12,"مد العوض","","دًا"
18,14,"مد العوض","","هًا"
18,15,"إقلاب النون الساكنة والتنوين","","ٍ ب"
18,15,"مد العوض","","بًا"
18,16,"مد العوض","","قًا"
18,17,"مد العوض","","دًا"
18,18,"إخفاء النون الساكنة والتنوين","","ٌ ذ"
18,18,"المد العارض للسكون","","رُقُودٌ ۚ"
18,18,"مد العوض","","بًا"
18,19,"إدغام النون الساكنة والتنوين - بغنة","","ٌ م"
18,20,"مد العوض","","دًا"
18,21,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
18,21,"مد العوض","","نًا"
18,21,"مد العوض","","دًا"
18,22,"إخفاء النون الساكنة والتنوين","","ٌ س"
18,22,"إخفاء النون الساكنة والتنوين","","ً ظ"
18,22,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ر"
18,22,"إدغام النون الساكنة والتنوين - بغنة","","ٌ و"
18,22,"المد العارض للسكون","","قَلِيلٌ ۗ"
18,22,"مد العوض","","دًا"
18,23,"إخفاء النون الساكنة والتنوين","","ٌ ذ"
18,24,"مد العوض","","دًا"
18,25,"مد العوض","","عًا"
18,26,"مد العوض","","دًا"
18,27,"مد العوض","","دًا"
18,28,"مد العوض","","طًا"
18,31,"مد العوض","","قًا"
18,32,"مد العوض","","عًا"
18,33,"مد العوض","","ًٔا"
18,33,"مد العوض","","رًا"
18,34,"إخفاء النون الساكنة والتنوين","","ٌ ف"
18,34,"مد العوض","","رًا"
18,35,"إدغام النون الساكنة والتنوين - بدون غنة","","ٌ ل"
18,35,"مد العوض","","دًا"
18,36,"إدغام النون الساكنة والتنوين - بغنة","","ً و"
18,36,"مد العوض","","بًا"
18,37,"مد العوض","","لًا"
18,38,"مد العوض","","دًا"
18,39,"مد العوض","","دًا"
18,41,"مد العوض","","بًا"
18,42,"مد العوض","","دًا"
18,43,"إدغام النون الساكنة والتنوين - بغنة","","ٌ ي"
18,44,"إخفاء النون الساكنة والتنوين","","ٌ ث"
18,44,"مد العوض","","بًا"
18,46,"مد العوض","","لًا"
